,JST,Like,Want_To_Watch,Pleasant,Happy ,Emotional,Quality,Interest,Light_Hearted,Exciting,Warm,Impression
2780,17:05:34.800,1,1,2,3,3,1,2,4,2,3,1
2781,17:05:35.050,1,1,2,3,3,1,2,4,2,3,1
2782,17:05:35.298,1,1,2,3,3,1,2,4,2,3,1
2783,17:05:35.551,1,1,2,3,3,1,2,4,2,3,1
2784,17:05:35.801,1,1,2,3,3,1,2,4,2,3,1
2785,17:05:36.047,1,1,2,3,3,1,2,4,2,3,1
2786,17:05:36.302,1,1,2,3,3,1,2,4,2,3,1
2787,17:05:36.552,1,1,2,3,3,1,2,4,2,3,1
2788,17:05:36.797,1,1,2,3,3,1,2,4,2,3,1
2789,17:05:37.049,1,1,2,3,3,1,2,4,2,3,1
2790,17:05:37.298,1,1,2,3,3,1,2,4,2,3,1
2791,17:05:37.550,1,1,2,3,3,1,2,4,2,3,1
2792,17:05:37.797,1,1,2,3,3,1,2,4,2,3,1
2793,17:05:38.046,1,1,2,3,3,1,2,4,2,3,1
2794,17:05:38.300,1,1,2,3,3,1,2,4,2,3,1
2795,17:05:38.548,1,1,2,3,3,1,2,4,2,3,1
2796,17:05:38.798,1,1,2,3,3,1,2,4,2,3,1
2797,17:05:39.049,1,1,2,3,3,1,2,4,2,3,1
2798,17:05:39.303,1,1,2,3,3,1,2,4,2,3,1
2799,17:05:39.546,1,1,2,3,3,1,2,4,2,3,1
2800,17:05:39.796,1,1,2,3,3,1,2,4,2,3,1
2801,17:05:40.047,1,1,2,3,3,1,2,4,2,3,1
2802,17:05:40.309,1,1,2,3,3,1,2,4,2,3,1
2803,17:05:40.546,1,1,2,3,3,1,2,4,2,3,1
2804,17:05:40.795,1,1,2,3,3,1,2,4,2,3,1
2805,17:05:41.044,1,1,2,3,3,1,2,4,2,3,1
2806,17:05:41.296,1,1,2,3,3,1,2,4,2,3,1
2807,17:05:41.544,1,1,2,3,3,1,2,4,2,3,1
2808,17:05:41.796,1,1,2,3,3,1,2,4,2,3,1
2809,17:05:42.043,1,1,2,3,3,1,2,4,2,3,1
2810,17:05:42.308,1,1,2,3,3,1,2,4,2,3,1
2811,17:05:42.543,1,1,2,3,3,1,2,4,2,3,1
2812,17:05:42.793,1,1,2,3,3,1,2,4,2,3,1
2813,17:05:43.043,1,1,2,3,3,1,2,4,2,3,1
2814,17:05:43.294,1,1,2,3,3,1,2,4,2,3,1
2815,17:05:43.545,1,1,2,3,3,1,2,4,2,3,1
2816,17:05:43.783,1,1,2,3,3,1,2,4,2,3,1
2817,17:05:44.044,1,1,2,3,3,1,2,4,2,3,1
2818,17:05:44.296,1,1,2,3,3,1,2,4,2,3,1
2819,17:05:44.542,1,1,2,3,3,1,2,4,2,3,1
2820,17:05:44.793,1,1,2,3,3,1,2,4,2,3,1
2821,17:05:45.039,1,1,2,3,3,1,2,4,2,3,1
2822,17:05:45.298,1,1,2,3,3,1,2,4,2,3,1
2823,17:05:45.546,1,1,2,3,3,1,2,4,2,3,1
2824,17:05:45.794,1,1,2,3,3,1,2,4,2,3,1
2825,17:05:46.041,1,1,2,3,3,1,2,4,2,3,1
2826,17:05:46.295,1,1,2,3,3,1,2,4,2,3,1
2827,17:05:46.542,1,1,2,3,3,1,2,4,2,3,1
2828,17:05:46.793,1,1,2,3,3,1,2,4,2,3,1
2829,17:05:47.042,1,1,2,3,3,1,2,4,2,3,1
2830,17:05:47.290,1,1,2,3,3,1,2,4,2,3,1
2831,17:05:47.543,1,1,2,3,3,1,2,4,2,3,1
2832,17:05:47.790,1,1,2,3,3,1,2,4,2,3,1
2833,17:05:48.041,1,1,2,3,3,1,2,4,2,3,1
2834,17:05:48.293,1,1,2,3,3,1,2,4,2,3,1
2835,17:05:48.541,1,1,2,3,3,1,2,4,2,3,1
2836,17:05:48.792,1,1,2,3,3,1,2,4,2,3,1
2837,17:05:49.054,1,1,2,3,3,1,2,4,2,3,1
2838,17:05:49.295,1,1,2,3,3,1,2,4,2,3,1
2839,17:05:49.542,1,1,2,3,3,1,2,4,2,3,1
2840,17:05:49.792,1,1,2,3,3,1,2,4,2,3,1
2841,17:05:50.046,1,1,2,3,3,1,2,4,2,3,1
2842,17:05:50.291,1,1,2,3,3,1,2,4,2,3,1
2843,17:05:50.538,1,1,2,3,3,1,2,4,2,3,1
2844,17:05:50.801,1,1,2,3,3,1,2,4,2,3,1
2845,17:05:51.034,1,1,2,3,3,1,2,4,2,3,1
2846,17:05:51.287,1,1,2,3,3,1,2,4,2,3,1
2847,17:05:51.539,1,1,2,3,3,1,2,4,2,3,1
2848,17:05:51.791,1,1,2,3,3,1,2,4,2,3,1
2849,17:05:52.040,1,1,2,3,3,1,2,4,2,3,1
2850,17:05:52.290,1,1,2,3,3,1,2,4,2,3,1
2851,17:05:52.539,1,1,2,3,3,1,2,4,2,3,1
2852,17:05:52.779,1,1,2,3,3,1,2,4,2,3,1
2853,17:05:53.037,1,1,2,3,3,1,2,4,2,3,1
2854,17:05:53.289,1,1,2,3,3,1,2,4,2,3,1
2855,17:05:53.537,1,1,2,3,3,1,2,4,2,3,1
2856,17:05:53.788,1,1,2,3,3,1,2,4,2,3,1
2857,17:05:54.040,1,1,2,3,3,1,2,4,2,3,1
2858,17:05:54.285,1,1,2,3,3,1,2,4,2,3,1
2859,17:05:54.534,1,1,2,3,3,1,2,4,2,3,1
2860,17:05:54.784,1,1,2,3,3,1,2,4,2,3,1
2861,17:05:55.049,1,1,2,3,3,1,2,4,2,3,1
2862,17:05:55.283,1,1,2,3,3,1,2,4,2,3,1
2863,17:05:55.533,1,1,2,3,3,1,2,4,2,3,1
2864,17:05:55.782,1,1,2,3,3,1,2,4,2,3,1
2865,17:05:56.034,1,1,2,3,3,1,2,4,2,3,1
2866,17:05:56.283,1,1,2,3,3,1,2,4,2,3,1
2867,17:05:56.535,1,1,2,3,3,1,2,4,2,3,1
2868,17:05:56.787,1,1,2,3,3,1,2,4,2,3,1
2869,17:05:57.035,1,1,2,3,3,1,2,4,2,3,1
2870,17:05:57.284,1,1,2,3,3,1,2,4,2,3,1
2871,17:05:57.535,1,1,2,3,3,1,2,4,2,3,1
2872,17:05:57.785,1,1,2,3,3,1,2,4,2,3,1
2873,17:05:58.039,1,1,2,3,3,1,2,4,2,3,1
2874,17:05:58.283,1,1,2,3,3,1,2,4,2,3,1
2875,17:05:58.532,1,1,2,3,3,1,2,4,2,3,1
2876,17:05:58.783,1,1,2,3,3,1,2,4,2,3,1
2877,17:05:59.032,1,1,2,3,3,1,2,4,2,3,1
2878,17:05:59.282,1,1,2,3,3,1,2,4,2,3,1
2879,17:05:59.530,1,1,2,3,3,1,2,4,2,3,1
2880,17:05:59.783,1,1,2,3,3,1,2,4,2,3,1
2881,17:06:00.033,1,1,2,3,3,1,2,4,2,3,1
2882,17:06:00.282,1,1,2,3,3,1,2,4,2,3,1
2883,17:06:00.531,1,1,2,3,3,1,2,4,2,3,1
2884,17:06:00.780,1,1,2,3,3,1,2,4,2,3,1
2885,17:06:01.030,1,1,2,3,3,1,2,4,2,3,1
2886,17:06:01.281,1,1,2,3,3,1,2,4,2,3,1
2887,17:06:01.530,1,1,2,3,3,1,2,4,2,3,1
2888,17:06:01.779,1,1,2,3,3,1,2,4,2,3,1
2889,17:06:02.025,1,1,2,3,3,1,2,4,2,3,1
2890,17:06:02.284,1,1,2,3,3,1,2,4,2,3,1
2891,17:06:02.529,1,1,2,3,3,1,2,4,2,3,1
2892,17:06:02.779,1,1,2,3,3,1,2,4,2,3,1
2893,17:06:03.031,1,1,2,3,3,1,2,4,2,3,1
2894,17:06:03.279,1,1,2,3,3,1,2,4,2,3,1
2895,17:06:03.531,1,1,2,3,3,1,2,4,2,3,1
2896,17:06:03.783,1,1,2,3,3,1,2,4,2,3,1
2897,17:06:04.029,1,1,2,3,3,1,2,4,2,3,1
2898,17:06:04.278,1,1,2,3,3,1,2,4,2,3,1
2899,17:06:04.529,1,1,2,3,3,1,2,4,2,3,1
2900,17:06:04.784,1,1,2,3,3,1,2,4,2,3,1
2901,17:06:05.030,1,1,2,3,3,1,2,4,2,3,1
2902,17:06:05.279,1,1,2,3,3,1,2,4,2,3,1
2903,17:06:05.530,1,1,2,3,3,1,2,4,2,3,1
2904,17:06:05.782,1,1,2,3,3,1,2,4,2,3,1
2905,17:06:06.035,1,1,2,3,3,1,2,4,2,3,1
2906,17:06:06.280,1,1,2,3,3,1,2,4,2,3,1
2907,17:06:06.524,1,1,2,3,3,1,2,4,2,3,1
2908,17:06:06.776,1,1,2,3,3,1,2,4,2,3,1
2909,17:06:07.026,1,1,2,3,3,1,2,4,2,3,1
2910,17:06:07.277,1,1,2,3,3,1,2,4,2,3,1
2911,17:06:07.527,1,1,2,3,3,1,2,4,2,3,1
2912,17:06:07.776,1,1,2,3,3,1,2,4,2,3,1
2913,17:06:08.026,1,1,2,3,3,1,2,4,2,3,1
2914,17:06:08.315,1,1,2,3,3,1,2,4,2,3,1
2915,17:06:08.528,1,1,2,3,3,1,2,4,2,3,1
2916,17:06:08.776,1,1,2,3,3,1,2,4,2,3,1
2917,17:06:09.048,1,1,2,3,3,1,2,4,2,3,1
2918,17:06:09.275,1,1,2,3,3,1,2,4,2,3,1
2919,17:06:09.524,1,1,2,3,3,1,2,4,2,3,1
2920,17:06:09.813,1,1,2,3,3,1,2,4,2,3,1
2921,17:06:10.026,1,1,2,3,3,1,2,4,2,3,1
2922,17:06:10.276,1,1,2,3,3,1,2,4,2,3,1
2923,17:06:10.526,1,1,2,3,3,1,2,4,2,3,1
2924,17:06:10.773,1,1,2,3,3,1,2,4,2,3,1
2925,17:06:11.025,1,1,2,3,3,1,2,4,2,3,1
2926,17:06:11.273,1,1,2,3,3,1,2,4,2,3,1
2927,17:06:11.522,1,1,2,3,3,1,2,4,2,3,1
2928,17:06:11.773,1,1,2,3,3,1,2,4,2,3,1
2929,17:06:12.023,1,1,2,3,3,1,2,4,2,3,1
2930,17:06:12.274,1,1,2,3,3,1,2,4,2,3,1
2931,17:06:12.525,1,1,2,3,3,1,2,4,2,3,1
2932,17:06:12.773,1,1,2,3,3,1,2,4,2,3,1
2933,17:06:13.022,1,1,2,3,3,1,2,4,2,3,1
2934,17:06:13.270,1,1,2,3,3,1,2,4,2,3,1
2935,17:06:13.526,1,1,2,3,3,1,2,4,2,3,1
2936,17:06:13.771,1,1,2,3,3,1,2,4,2,3,1
2937,17:06:14.024,1,1,2,3,3,1,2,4,2,3,1
2938,17:06:14.271,1,1,2,3,3,1,2,4,2,3,1
2939,17:06:14.522,1,1,2,3,3,1,2,4,2,3,1
2940,17:06:14.772,1,1,2,3,3,1,2,4,2,3,1
2941,17:06:15.021,1,1,2,3,3,1,2,4,2,3,1
2942,17:06:15.271,1,1,2,3,3,1,2,4,2,3,1
2943,17:06:15.523,1,1,2,3,3,1,2,4,2,3,1
2944,17:06:15.770,1,1,2,3,3,1,2,4,2,3,1
2945,17:06:16.026,1,1,2,3,3,1,2,4,2,3,1
2946,17:06:16.272,1,1,2,3,3,1,2,4,2,3,1
2947,17:06:16.518,1,1,2,3,3,1,2,4,2,3,1
2948,17:06:16.768,1,1,2,3,3,1,2,4,2,3,1
2949,17:06:17.020,1,1,2,3,3,1,2,4,2,3,1
2950,17:06:17.272,1,1,2,3,3,1,2,4,2,3,1
2951,17:06:17.524,1,1,2,3,3,1,2,4,2,3,1
2952,17:06:17.770,1,1,2,3,3,1,2,4,2,3,1
2953,17:06:18.019,1,1,2,3,3,1,2,4,2,3,1
2954,17:06:18.270,1,1,2,3,3,1,2,4,2,3,1
2955,17:06:18.516,1,1,2,3,3,1,2,4,2,3,1
2956,17:06:18.769,1,1,2,3,3,1,2,4,2,3,1
2957,17:06:19.022,1,1,2,3,3,1,2,4,2,3,1
2958,17:06:19.266,1,1,2,3,3,1,2,4,2,3,1
2959,17:06:19.525,1,1,2,3,3,1,2,4,2,3,1
2960,17:06:19.774,1,1,2,3,3,1,2,4,2,3,1
2961,17:06:20.025,1,1,2,3,3,1,2,4,2,3,1
2962,17:06:20.267,1,1,2,3,3,1,2,4,2,3,1
2963,17:06:20.509,1,1,2,3,3,1,2,4,2,3,1
2964,17:06:20.782,1,1,2,3,3,1,2,4,2,3,1
2965,17:06:21.014,1,1,2,3,3,1,2,4,2,3,1
2966,17:06:21.266,1,1,2,3,3,1,2,4,2,3,1
2967,17:06:21.518,1,1,2,3,3,1,2,4,2,3,1
2968,17:06:21.766,1,1,2,3,3,1,2,4,2,3,1
2969,17:06:22.015,1,1,2,3,3,1,2,4,2,3,1
2970,17:06:22.266,1,1,2,3,3,1,2,4,2,3,1
2971,17:06:22.522,1,1,2,3,3,1,2,4,2,3,1
2972,17:06:22.767,1,1,2,3,3,1,2,4,2,3,1
2973,17:06:23.017,1,1,2,3,3,1,2,4,2,3,1
2974,17:06:23.265,1,1,2,3,3,1,2,4,2,3,1
2975,17:06:23.514,1,1,2,3,3,1,2,4,2,3,1
2976,17:06:23.766,1,1,2,3,3,1,2,4,2,3,1
2977,17:06:24.015,1,1,2,3,3,1,2,4,2,3,1
2978,17:06:24.262,1,1,2,3,3,1,2,4,2,3,1
2979,17:06:24.515,1,1,2,3,3,1,2,4,2,3,1
2980,17:06:24.765,1,1,2,3,3,1,2,4,2,3,1
2981,17:06:25.015,1,1,2,3,3,1,2,4,2,3,1
2982,17:06:25.265,1,1,2,3,3,1,2,4,2,3,1
2983,17:06:25.522,1,1,2,3,3,1,2,4,2,3,1
2984,17:06:25.767,1,1,2,3,3,1,2,4,2,3,1
2985,17:06:26.005,1,1,2,3,3,1,2,4,2,3,1
2986,17:06:26.270,1,1,2,3,3,1,2,4,2,3,1
2987,17:06:26.515,1,1,2,3,3,1,2,4,2,3,1
2988,17:06:26.763,1,1,2,3,3,1,2,4,2,3,1
2989,17:06:27.013,1,1,2,3,3,1,2,4,2,3,1
2990,17:06:27.265,1,1,2,3,3,1,2,4,2,3,1
2991,17:06:27.532,1,1,2,3,3,1,2,4,2,3,1
2992,17:06:27.763,1,1,2,3,3,1,2,4,2,3,1
2993,17:06:28.012,1,1,2,3,3,1,2,4,2,3,1
2994,17:06:28.261,1,1,2,3,3,1,2,4,2,3,1
2995,17:06:28.511,1,1,2,3,3,1,2,4,2,3,1
2996,17:06:28.762,1,1,2,3,3,1,2,4,2,3,1
2997,17:06:29.016,1,1,2,3,3,1,2,4,2,3,1
2998,17:06:29.262,1,1,2,3,3,1,2,4,2,3,1
2999,17:06:29.514,1,1,2,3,3,1,2,4,2,3,1
3000,17:06:29.761,1,1,2,3,3,1,2,4,2,3,1
3001,17:06:30.011,1,1,2,3,3,1,2,4,2,3,1
3002,17:06:30.262,1,1,2,3,3,1,2,4,2,3,1
3003,17:06:30.512,1,1,2,3,3,1,2,4,2,3,1
3004,17:06:30.762,1,1,2,3,3,1,2,4,2,3,1
3005,17:06:31.013,1,1,2,3,3,1,2,4,2,3,1
3006,17:06:31.261,1,1,2,3,3,1,2,4,2,3,1
3007,17:06:31.511,1,1,2,3,3,1,2,4,2,3,1
3008,17:06:31.759,1,1,2,3,3,1,2,4,2,3,1
3009,17:06:32.011,1,1,2,3,3,1,2,4,2,3,1
3010,17:06:32.260,1,1,2,3,3,1,2,4,2,3,1
3011,17:06:32.499,1,1,2,3,3,1,2,4,2,3,1
3012,17:06:32.758,1,1,2,3,3,1,2,4,2,3,1
3013,17:06:33.008,1,1,2,3,3,1,2,4,2,3,1
3014,17:06:33.259,1,1,2,3,3,1,2,4,2,3,1
3015,17:06:33.510,1,1,2,3,3,1,2,4,2,3,1
3016,17:06:33.757,1,1,2,3,3,1,2,4,2,3,1
3017,17:06:34.012,1,1,2,3,3,1,2,4,2,3,1
3018,17:06:34.257,1,1,2,3,3,1,2,4,2,3,1
3019,17:06:34.526,1,1,2,3,3,1,2,4,2,3,1
3020,17:06:34.758,1,1,2,3,3,1,2,4,2,3,1
3021,17:06:35.008,1,1,2,3,3,1,2,4,2,3,1
3022,17:06:35.257,1,1,2,3,3,1,2,4,2,3,1
3023,17:06:35.507,1,1,2,3,3,1,2,4,2,3,1
3024,17:06:35.757,1,1,2,3,3,1,2,4,2,3,1
3025,17:06:36.003,1,1,2,3,3,1,2,4,2,3,1
3026,17:06:36.264,1,1,2,3,3,1,2,4,2,3,1
3027,17:06:36.512,1,1,2,3,3,1,2,4,2,3,1
3028,17:06:36.760,1,1,2,3,3,1,2,4,2,3,1
3029,17:06:37.006,1,1,2,3,3,1,2,4,2,3,1
3030,17:06:37.256,1,1,2,3,3,1,2,4,2,3,1
3031,17:06:37.505,1,1,2,3,3,1,2,4,2,3,1
3032,17:06:37.787,1,1,2,3,3,1,2,4,2,3,1
3033,17:06:38.020,1,1,2,3,3,1,2,4,2,3,1
3034,17:06:38.260,1,1,2,3,3,1,2,4,2,3,1
3035,17:06:38.545,1,1,2,3,3,1,2,4,2,3,1
3036,17:06:38.761,1,1,2,3,3,1,2,4,2,3,1
3037,17:06:39.008,1,1,2,3,3,1,2,4,2,3,1
3038,17:06:39.254,1,1,2,3,3,1,2,4,2,3,1
3039,17:06:39.505,1,1,2,3,3,1,2,4,2,3,1
3040,17:06:39.754,1,1,2,3,3,1,2,4,2,3,1
3041,17:06:40.005,1,1,2,3,3,1,2,4,2,3,1
3042,17:06:40.256,1,1,2,3,3,1,2,4,2,3,1
3043,17:06:40.504,1,1,2,3,3,1,2,4,2,3,1
3044,17:06:40.756,1,1,2,3,3,1,2,4,2,3,1
3045,17:06:41.007,1,1,2,3,3,1,2,4,2,3,1
3046,17:06:41.254,1,1,2,3,3,1,2,4,2,3,1
3047,17:06:41.503,1,1,2,3,3,1,2,4,2,3,1
3048,17:06:41.751,1,1,2,3,3,1,2,4,2,3,1
3049,17:06:42.004,1,1,2,3,3,1,2,4,2,3,1
3050,17:06:42.253,1,1,2,3,3,1,2,4,2,3,1
3051,17:06:42.536,1,1,2,3,3,1,2,4,2,3,1
3052,17:06:42.753,1,1,2,3,3,1,2,4,2,3,1
3053,17:06:43.002,1,1,2,3,3,1,2,4,2,3,1
3054,17:06:43.252,1,1,2,3,3,1,2,4,2,3,1
3055,17:06:43.503,1,1,2,3,3,1,2,4,2,3,1
3056,17:06:43.753,1,1,2,3,3,1,2,4,2,3,1
3057,17:06:44.002,1,1,2,3,3,1,2,4,2,3,1
3058,17:06:44.251,1,1,2,3,3,1,2,4,2,3,1
3059,17:06:44.506,1,1,2,3,3,1,2,4,2,3,1
3060,17:06:44.742,1,1,2,3,3,1,2,4,2,3,1
3061,17:06:45.006,1,1,2,3,3,1,2,4,2,3,1
3062,17:06:45.253,1,1,2,3,3,1,2,4,2,3,1
3063,17:06:45.501,1,1,2,3,3,1,2,4,2,3,1
3064,17:06:45.750,1,1,2,3,3,1,2,4,2,3,1
3065,17:06:45.998,1,1,2,3,3,1,2,4,2,3,1
3066,17:06:46.247,1,1,2,3,3,1,2,4,2,3,1
3067,17:06:46.498,1,1,2,3,3,1,2,4,2,3,1
3068,17:06:46.747,1,1,2,3,3,1,2,4,2,3,1
3069,17:06:47.001,1,1,2,3,3,1,2,4,2,3,1
3070,17:06:47.247,1,1,2,3,3,1,2,4,2,3,1
3071,17:06:47.501,1,1,2,3,3,1,2,4,2,3,1
3072,17:06:47.772,1,1,2,3,3,1,2,4,2,3,1
3073,17:06:48.000,1,1,2,3,3,1,2,4,2,3,1
3074,17:06:48.251,1,1,2,3,3,1,2,4,2,3,1
3075,17:06:48.500,1,1,2,3,3,1,2,4,2,3,1
3076,17:06:48.748,1,1,2,3,3,1,2,4,2,3,1
3077,17:06:48.988,1,1,2,3,3,1,2,4,2,3,1
3078,17:06:49.248,1,1,2,3,3,1,2,4,2,3,1
3079,17:06:49.499,1,1,2,3,3,1,2,4,2,3,1
3080,17:06:49.767,1,1,2,3,3,1,2,4,2,3,1
3081,17:06:49.998,1,1,2,3,3,1,2,4,2,3,1
3082,17:06:50.249,1,1,2,3,3,1,2,4,2,3,1
3083,17:06:50.498,1,1,2,3,3,1,2,4,2,3,1
3084,17:06:50.746,1,1,2,3,3,1,2,4,2,3,1
3085,17:06:50.995,1,1,2,3,3,1,2,4,2,3,1
3086,17:06:51.252,1,1,2,3,3,1,2,4,2,3,1
3087,17:06:51.496,1,1,2,3,3,1,2,4,2,3,1
3088,17:06:51.747,1,1,2,3,3,1,2,4,2,3,1
3089,17:06:52.008,1,1,2,3,3,1,2,4,2,3,1
3090,17:06:52.242,1,1,2,3,3,1,2,4,2,3,1
3091,17:06:52.494,1,1,2,3,3,1,2,4,2,3,1
3092,17:06:52.743,1,1,2,3,3,1,2,4,2,3,1
3093,17:06:52.994,1,1,2,3,3,1,2,4,2,3,1
3094,17:06:53.244,1,1,2,3,3,1,2,4,2,3,1
3095,17:06:53.494,1,1,2,3,3,1,2,4,2,3,1
3096,17:06:53.743,1,1,2,3,3,1,2,4,2,3,1
3097,17:06:53.994,1,1,2,3,3,1,2,4,2,3,1
3098,17:06:54.241,1,1,2,3,3,1,2,4,2,3,1
3099,17:06:54.495,1,1,2,3,3,1,2,4,2,3,1
3100,17:06:54.742,1,1,2,3,3,1,2,4,2,3,1
3101,17:06:54.994,1,1,2,3,3,1,2,4,2,3,1
3102,17:06:55.252,1,1,2,3,3,1,2,4,2,3,1
3103,17:06:55.493,1,1,2,3,3,1,2,4,2,3,1
3104,17:06:55.743,1,1,2,3,3,1,2,4,2,3,1
3105,17:06:55.993,1,1,2,3,3,1,2,4,2,3,1
3106,17:06:56.244,1,1,2,3,3,1,2,4,2,3,1
3107,17:06:56.492,1,1,2,3,3,1,2,4,2,3,1
3108,17:06:56.743,1,1,2,3,3,1,2,4,2,3,1
3109,17:06:56.992,1,1,2,3,3,1,2,4,2,3,1
3110,17:06:57.243,1,1,2,3,3,1,2,4,2,3,1
3111,17:06:57.491,1,1,2,3,3,1,2,4,2,3,1
3112,17:06:57.743,1,1,2,3,3,1,2,4,2,3,1
3113,17:06:58.011,1,1,2,3,3,1,2,4,2,3,1
3114,17:06:58.237,1,1,2,3,3,1,2,4,2,3,1
3115,17:06:58.490,1,1,2,3,3,1,2,4,2,3,1
3116,17:06:58.745,1,1,2,3,3,1,2,4,2,3,1
3117,17:06:58.989,1,1,2,3,3,1,2,4,2,3,1
3118,17:06:59.241,1,1,2,3,3,1,2,4,2,3,1
3119,17:06:59.494,1,1,2,3,3,1,2,4,2,3,1
3120,17:06:59.742,1,1,2,3,3,1,2,4,2,3,1
3121,17:07:00.000,1,1,2,3,3,1,2,4,2,3,1
3122,17:07:00.243,1,1,2,3,3,1,2,4,2,3,1
3123,17:07:00.503,1,1,2,3,3,1,2,4,2,3,1
3124,17:07:00.740,1,1,2,3,3,1,2,4,2,3,1
3125,17:07:00.992,1,1,2,3,3,1,2,4,2,3,1
3126,17:07:01.241,1,1,2,3,3,1,2,4,2,3,1
3127,17:07:01.492,1,1,2,3,3,1,2,4,2,3,1
3128,17:07:01.744,1,1,2,3,3,1,2,4,2,3,1
3129,17:07:01.987,1,1,2,3,3,1,2,4,2,3,1
3130,17:07:02.239,1,1,2,3,3,1,2,4,2,3,1
3131,17:07:02.489,1,1,2,3,3,1,2,4,2,3,1
3132,17:07:02.740,1,1,2,3,3,1,2,4,2,3,1
3133,17:07:02.988,1,1,2,3,3,1,2,4,2,3,1
3134,17:07:03.240,1,1,2,3,3,1,2,4,2,3,1
3135,17:07:03.487,1,1,2,3,3,1,2,4,2,3,1
3136,17:07:03.737,1,1,2,3,3,1,2,4,2,3,1
3137,17:07:03.987,1,1,2,3,3,1,2,4,2,3,1
3138,17:07:04.239,1,1,2,3,3,1,2,4,2,3,1
3139,17:07:04.495,1,1,2,3,3,1,2,4,2,3,1
3140,17:07:04.740,1,1,2,3,3,1,2,4,2,3,1
3141,17:07:04.988,1,1,2,3,3,1,2,4,2,3,1
3142,17:07:05.237,1,1,2,3,3,1,2,4,2,3,1
3143,17:07:05.485,1,1,2,3,3,1,2,4,2,3,1
3144,17:07:05.736,1,1,2,3,3,1,2,4,2,3,1
3145,17:07:05.986,1,1,2,3,3,1,2,4,2,3,1
3146,17:07:06.233,1,1,2,3,3,1,2,4,2,3,1
3147,17:07:06.491,1,1,2,3,3,1,2,4,2,3,1
3148,17:07:06.736,1,1,2,3,3,1,2,4,2,3,1
3149,17:07:06.986,1,1,2,3,3,1,2,4,2,3,1
3150,17:07:07.232,1,1,2,3,3,1,2,4,2,3,1
3151,17:07:07.495,1,1,2,3,3,1,2,4,2,3,1
3152,17:07:07.734,1,1,2,3,3,1,2,4,2,3,1
3153,17:07:07.983,1,1,2,3,3,1,2,4,2,3,1
3154,17:07:08.233,1,1,2,3,3,1,2,4,2,3,1
3155,17:07:08.483,1,1,2,3,3,1,2,4,2,3,1
3156,17:07:08.727,1,1,2,3,3,1,2,4,2,3,1
3157,17:07:08.985,1,1,2,3,3,1,2,4,2,3,1
3158,17:07:09.237,1,1,2,3,3,1,2,4,2,3,1
3159,17:07:09.482,1,1,2,3,3,1,2,4,2,3,1
3160,17:07:09.734,1,1,2,3,3,1,2,4,2,3,1
3161,17:07:09.981,1,1,2,3,3,1,2,4,2,3,1
3162,17:07:10.223,1,1,2,3,3,1,2,4,2,3,1
3163,17:07:10.481,1,1,2,3,3,1,2,4,2,3,1
3164,17:07:10.730,1,1,2,3,3,1,2,4,2,3,1
3165,17:07:10.980,1,1,2,3,3,1,2,4,2,3,1
3166,17:07:11.231,1,1,2,3,3,1,2,4,2,3,1
3167,17:07:11.479,1,1,2,3,3,1,2,4,2,3,1
3168,17:07:11.753,1,1,2,3,3,1,2,4,2,3,1
3169,17:07:11.984,1,1,2,3,3,1,2,4,2,3,1
3170,17:07:12.230,1,1,2,3,3,1,2,4,2,3,1
3171,17:07:12.479,1,1,2,3,3,1,2,4,2,3,1
3172,17:07:12.731,1,1,2,3,3,1,2,4,2,3,1
3173,17:07:12.981,1,1,2,3,3,1,2,4,2,3,1
3174,17:07:13.232,1,1,2,3,3,1,2,4,2,3,1
3175,17:07:13.479,1,1,2,3,3,1,2,4,2,3,1
3176,17:07:13.728,1,1,2,3,3,1,2,4,2,3,1
3177,17:07:13.982,1,1,2,3,3,1,2,4,2,3,1
3178,17:07:14.229,1,1,2,3,3,1,2,4,2,3,1
3179,17:07:14.478,1,1,2,3,3,1,2,4,2,3,1
3180,17:07:14.727,1,1,2,3,3,1,2,4,2,3,1
3181,17:07:14.978,1,1,2,3,3,1,2,4,2,3,1
3182,17:07:15.258,1,1,2,3,3,1,2,4,2,3,1
3183,17:07:15.477,1,1,2,3,3,1,2,4,2,3,1
3184,17:07:15.729,1,1,2,3,3,1,2,4,2,3,1
3185,17:07:15.975,1,1,2,3,3,1,2,4,2,3,1
3186,17:07:16.228,1,1,2,3,3,1,2,4,2,3,1
3187,17:07:16.478,1,1,2,3,3,1,2,4,2,3,1
3188,17:07:16.720,1,1,2,3,3,1,2,4,2,3,1
3189,17:07:16.999,1,1,2,3,3,1,2,4,2,3,1
3190,17:07:17.228,1,1,2,3,3,1,2,4,2,3,1
3191,17:07:17.477,1,1,2,3,3,1,2,4,2,3,1
3192,17:08:02.981,4,5,4,2,3,3,3,4,3,2,4
3193,17:08:03.211,4,5,4,2,3,3,3,4,3,2,4
3194,17:08:03.465,4,5,4,2,3,3,3,4,3,2,4
3195,17:08:03.711,4,5,4,2,3,3,3,4,3,2,4
3196,17:08:03.960,4,5,4,2,3,3,3,4,3,2,4
3197,17:08:04.212,4,5,4,2,3,3,3,4,3,2,4
3198,17:08:04.460,4,5,4,2,3,3,3,4,3,2,4
3199,17:08:04.710,4,5,4,2,3,3,3,4,3,2,4
3200,17:08:04.960,4,5,4,2,3,3,3,4,3,2,4
3201,17:08:05.209,4,5,4,2,3,3,3,4,3,2,4
